novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
181,Rēzeknes 2. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,54.1,29,,,1,5,3,4,3,7,2,2,2
181,Rēzeknes 2. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,32.0,22,1,,6,6,2,3,2,1,1,,
181,Rēzeknes 2. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,77.4,1,,,,,,,,,1,,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,54.2,15,,,,3,3,2,,1,4,2,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,44.5,16,,,3,3,2,1,,6,1,,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,65.7,35,,,,,2,2,10,5,12,4,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,51.1,16,1,,,2,3,1,1,4,3,1,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,53.8,3,,,,,,1,1,1,,,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,53.7,2,,,,,,,2,,,,
181,Rēzeknes 3. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,53.3,2,,,,,,1,1,,,,
181,Rēzeknes 4. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,38.3,16,,,1,6,1,5,1,1,,1,
181,Rēzeknes 4. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,66.7,20,,,,1,1,4,,2,7,5,
181,Rēzeknes 4. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,26.5,35,4,3,5,7,9,5,1,,1,,
181,Rēzeknes 4. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,49.4,20,,,,1,7,5,1,2,4,,
181,Rēzeknes 4. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,29.1,37,1,4,7,5,8,11,1,,,,
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,74.7,27,,,,,1,1,3,5,3,11,3
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,85.9,5,,,,,,,,,1,3,1
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,72.5,32,,,,,1,1,4,8,6,8,4
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,58.9,32,,,1,2,5,3,6,4,2,7,2
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens fizikā 12.klasē,58.8,4,,,,,1,,,2,1,,
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens bioloģijā 12.klasei,59.2,5,,,,,,1,1,2,1,,
181,Rēzeknes 5. vidusskola (likv.),Centralizētais eksāmens ķīmijā 12.klasē,44.0,2,,,,1,,,,1,,,
181,Rēzeknes 6. pamatskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,55.6,66,,,,6,8,12,12,13,7,8,
181,Rēzeknes Katoļu vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,67.0,6,,,,,1,,1,1,1,2,
181,Rēzeknes Katoļu vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,65.9,6,,,,,,2,1,,1,2,
181,Rēzeknes Katoļu vidusskola,Centralizētais eksāmens matemātikā 12.klasei,45.4,6,,,1,,,2,2,1,,,
181,Rēzeknes Mākslas un dizaina vidusskola (prof.),Centralizētais eksāmens angļu valodā 12.klasē,73.8,20,,,,1,1,,3,2,3,6,4
181,Rēzeknes Mākslas un dizaina vidusskola (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,45.5,23,,,3,3,5,2,2,5,3,,
181,Rēzeknes Mākslas un dizaina vidusskola (prof.),Centralizētais eksāmens matemātikā 12.klasei,43.1,23,,1,5,2,4,5,,1,2,2,1
181,Rēzeknes pamatskola-attīstības centrs,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,61.6,3,,,,,,,1,1,1,,
181,Rēzeknes tehnikums (prof.),Centralizētais eksāmens angļu valodā 12.klasē,43.5,181,,,14,46,31,28,20,17,13,11,1
181,Rēzeknes tehnikums (prof.),Centralizētais eksāmens latviešu valodā 12.klasei,35.7,183,3,4,21,48,41,29,21,16,,,
181,Rēzeknes tehnikums (prof.),Centralizētais eksāmens matemātikā 12.klasei,21.8,193,7,29,71,37,22,17,8,2,,,
181,Rēzeknes tehnikums (prof.),Centralizētais eksāmens matemātikā vispārīgajā līmenī,30.3,16,,1,4,3,6,,,2,,,
181,Rēzeknes tehnikums (prof.),Centralizētais eksāmens fizikā 12.klasē,21.3,1,,,,1,,,,,,,
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,79.4,39,,,,1,,1,1,5,9,14,8
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,86.5,12,,,,,,,,,1,5,6
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,62.5,78,,,,2,7,8,21,14,9,15,2
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,70.1,51,,,,,,3,12,11,8,14,3
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,54.4,51,,,1,6,12,4,7,10,3,5,3
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,54.4,78,,2,2,9,5,11,16,16,8,7,2
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,53.4,20,,,,1,2,5,6,4,2,,
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens ķīmijā 12.klasē,81.7,4,,,,,,,,,2,,2
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,72.2,4,,,,,,,,1,2,1,
181,Rēzeknes Valsts 1. ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,70.3,2,,,,,,,,1,,1,
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens angļu valodā 12.klasē,68.8,33,,,,,1,5,3,8,5,7,4
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens krievu valodā 12.klasei,83.5,11,,,,,,,,,5,4,2
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens angļu valodā optimālajā līmenī,57.7,32,,,,,5,6,7,5,6,3,
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā 12.klasei,66.5,42,,,,,,6,7,11,10,6,2
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,84.3,43,,,,,,,,1,13,17,12
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens matemātikā 12.klasei,56.8,41,,,,1,5,7,12,10,1,4,1
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens matemātikā optimālajā līmenī,30.3,33,1,1,9,12,3,1,2,2,,2,
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens latviešu valodā optimālajā līmenī,61.5,23,,,,,1,2,7,9,3,1,
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens fizikā 12.klasē,55.0,2,,,,,,1,,1,,,
181,Rēzeknes valsts poļu ģimnāzija,Centralizētais eksāmens bioloģijā 12.klasei,42.4,7,,,,2,1,2,1,,1,,
176,Riebiņu vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,58.7,5,,,,,,2,1,1,,1,
176,Riebiņu vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,69.7,5,,,,,,,2,1,1,1,
176,Riebiņu vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,55.2,10,,,,,,4,2,3,1,,
176,Riebiņu vidusskola,Centralizētais eksāmens matemātikā 12.klasei,44.9,10,,,,1,1,5,3,,,,
176,Riebiņu vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,48.3,13,,,,,4,4,2,3,,,
176,Riebiņu vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,24.7,2,,,1,,1,,,,,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.4,325,,1,4,9,11,19,42,59,86,80,14
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,71.5,88,,,2,2,5,7,5,13,13,27,14
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,63.9,45,,,2,4,1,3,4,9,13,8,1
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,73.7,1,,,,,,,,,1,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,46.5,430,2,5,14,45,79,103,104,51,18,7,2
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens matemātikā 12.klasei,20.2,441,25,97,148,86,37,13,18,14,2,,1
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,50.6,3,,,,,,2,1,,,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,23.1,3,,,1,1,1,,,,,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,24.2,6,,,3,2,,1,,,,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,56.2,38,,,,2,2,6,11,8,9,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens fizikā 12.klasē,42.2,4,,,,1,,2,1,,,,
185,Rīgas 1. Tālmācības vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,37.1,15,,,1,4,4,3,3,,,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,65.6,110,,,5,3,9,7,18,11,24,26,7
185,Rīgas 1. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,80.8,21,,,,,,1,2,1,2,9,6
185,Rīgas 1. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,64.0,81,,,4,1,3,10,15,13,15,17,3
185,Rīgas 1. vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,70.6,2,,,,,,,,1,1,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens vācu valodā optimālajā līmenī,60.8,2,,,,,1,,,,,1,
185,Rīgas 1. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.7,132,2,1,11,24,33,27,17,11,3,3,
185,Rīgas 1. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,58.2,32,,,,3,5,4,4,5,7,4,
185,Rīgas 1. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,25.7,137,6,25,39,23,15,10,10,4,4,,1
185,Rīgas 1. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,59.9,2,,,,,,,1,1,,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,46.7,2,,,1,,,,,,1,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,88.5,1,,,,,,,,,,1,
185,Rīgas 1. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,44.6,96,,2,1,6,25,29,20,11,2,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens fizikā 12.klasē,54.7,4,,,,,,1,2,,1,,
185,Rīgas 1. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,40.4,3,,,,2,,,,1,,,
188,Rīgas 10. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,70.5,44,,,,,2,3,4,10,12,10,3
188,Rīgas 10. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,65.7,50,,,,,2,3,14,12,10,7,2
188,Rīgas 10. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,47.8,53,,,1,4,12,13,13,7,3,,
188,Rīgas 10. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,69.6,60,,,,,,5,11,10,18,15,1
188,Rīgas 10. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,58.3,52,,,1,4,11,5,6,6,6,8,5
188,Rīgas 10. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,42.6,63,,1,10,13,5,9,8,13,2,,2
188,Rīgas 10. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,46.9,5,,,,2,,1,,1,1,,
188,Rīgas 10. vidusskola,Centralizētais eksāmens fizikā 12.klasē,51.5,5,,,,,1,1,2,1,,,
188,Rīgas 10. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,34.5,5,,,,3,,1,1,,,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,74.2,28,,,,,,,5,2,9,11,1
188,Rīgas 13. vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,99.2,1,,,,,,,,,,,1
188,Rīgas 13. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,60.6,1,,,,,,,,1,,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,46.2,40,,,,6,9,7,12,5,1,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens franču valodā 12.klasē,72.3,1,,,,,,,,,1,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,69.4,61,,,,2,2,1,8,12,24,7,5
188,Rīgas 13. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,57.8,40,,,1,3,4,8,6,4,5,8,1
188,Rīgas 13. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,55.2,2,,,,,,1,,1,,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,34.9,15,,1,6,3,,1,,1,2,1,
188,Rīgas 13. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,56.0,5,,,,,1,,1,2,1,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens fizikā 12.klasē,63.6,3,,,,,1,,,,1,1,
188,Rīgas 13. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,40.5,8,,,,2,1,3,2,,,,
188,Rīgas 13. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,27.0,1,,,,1,,,,,,,
187,Rīgas 14. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,64.8,20,,,2,,2,1,1,2,7,3,2
187,Rīgas 14. vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,53.2,8,,,1,,2,1,1,,2,1,
187,Rīgas 14. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,37.6,24,1,,3,3,8,4,3,1,1,,
187,Rīgas 14. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,12.4,24,3,9,8,3,,1,,,,,
185,Rīgas 15. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,41.2,20,,,4,1,4,4,5,1,,1,
185,Rīgas 15. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,33.3,23,,,7,7,3,1,3,,1,1,
185,Rīgas 15. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,28.2,20,,,4,8,7,1,,,,,
185,Rīgas 15. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,69.6,19,,,,,2,2,2,,8,3,2
185,Rīgas 15. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,18.4,20,1,2,9,5,3,,,,,,
185,Rīgas 15. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,32.0,1,,,,,1,,,,,,
185,Rīgas 15. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,33.0,1,,,,,1,,,,,,
185,Rīgas 15. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,23.3,2,,,,2,,,,,,,
188,Rīgas 18. vidusskola (likv.),Centralizētais eksāmens angļu valodā 12.klasē,44.9,24,,,2,5,4,5,3,,2,2,1
188,Rīgas 18. vidusskola (likv.),Centralizētais eksāmens krievu valodā 12.klasei,65.0,11,,,1,,,,2,3,3,1,1
188,Rīgas 18. vidusskola (likv.),Centralizētais eksāmens latviešu valodā 12.klasei,32.2,29,1,1,8,5,4,5,4,1,,,
188,Rīgas 18. vidusskola (likv.),Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,47.4,8,,,,1,1,3,1,2,,,
188,Rīgas 18. vidusskola (likv.),Centralizētais eksāmens matemātikā 12.klasei,15.5,30,2,7,12,5,4,,,,,,
186,Rīgas 21. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,62.4,35,,,,,1,8,7,8,6,4,1
186,Rīgas 21. vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,72.3,1,,,,,,,,,1,,
186,Rīgas 21. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,32.0,37,,1,4,13,12,4,2,1,,,
186,Rīgas 21. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,66.7,39,,,,2,1,3,8,6,9,8,2
186,Rīgas 21. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,31.3,37,,4,7,10,6,5,2,2,,,1
186,Rīgas 21. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,41.3,2,,,,1,,,1,,,,
186,Rīgas 21. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,31.3,2,,,,1,1,,,,,,
183,Rīgas 22. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,68.8,32,,,,,1,1,7,7,10,6,
183,Rīgas 22. vidusskola,Centralizētais eksāmens vācu valodā 12.klasē,87.4,1,,,,,,,,,,1,
183,Rīgas 22. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,64.2,44,,,,1,2,7,6,10,9,8,1
183,Rīgas 22. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,41.5,33,,,,4,12,8,8,1,,,
183,Rīgas 22. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,71.7,55,,,,,1,3,3,17,15,13,3
183,Rīgas 22. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,56.5,32,,,,3,3,5,7,6,4,4,
183,Rīgas 22. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,54.1,46,,,3,3,5,12,5,5,7,5,1
183,Rīgas 22. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,48.0,47,,,,1,13,13,13,7,,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,73.2,26,,,,,2,1,2,1,9,10,1
185,Rīgas 25. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,80.6,9,,,,,,,,2,1,5,1
185,Rīgas 25. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,45.3,31,,,,5,3,13,6,2,2,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,38.6,31,,,3,9,5,6,5,1,2,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,24.6,22,1,2,6,6,3,4,,,,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,48.9,23,,,1,,4,6,8,3,1,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,77.8,1,,,,,,,,,1,,
185,Rīgas 25. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,43.7,2,,,,,1,,1,,,,
188,Rīgas 31. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,61.3,9,,,,1,1,1,1,1,2,2,
188,Rīgas 31. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,64.7,1,,,,,,,,1,,,
188,Rīgas 31. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,44.4,10,,,,,1,8,1,,,,
188,Rīgas 31. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,22.8,10,1,3,1,2,1,1,1,,,,
184,Rīgas 33. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,70.3,36,,,,,1,3,6,7,6,10,3
184,Rīgas 33. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,54.5,34,,,,4,7,6,5,2,5,4,1
184,Rīgas 33. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,46.3,35,,,,3,7,14,8,,1,2,
184,Rīgas 33. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,59.9,49,,,,1,6,7,9,10,9,6,1
184,Rīgas 33. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,35.2,36,1,1,8,8,5,2,2,8,,1,
184,Rīgas 33. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,23.1,28,,6,12,3,3,1,1,1,1,,
184,Rīgas 33. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,45.1,29,,,,4,9,5,8,1,2,,
184,Rīgas 33. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,64.7,2,,,,,,,1,,1,,
184,Rīgas 33. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,44.8,5,,,,1,,3,,1,,,
184,Rīgas 34. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,76.6,54,,,,,,2,4,9,11,22,6
184,Rīgas 34. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,54.2,58,,,,4,10,12,9,14,2,7,
184,Rīgas 34. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,75.1,120,,,,,2,3,9,21,40,36,9
184,Rīgas 34. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,68.1,58,,,,1,6,4,10,7,7,13,10
184,Rīgas 34. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,66.6,9,,,,,1,,,4,3,1,
184,Rīgas 34. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,52.3,12,,,,1,1,4,2,2,1,1,
184,Rīgas 34. vidusskola,Centralizētais eksāmens fizikā 12.klasē,64.7,3,,,,,,,,3,,,
183,Rīgas 40. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,80.8,33,,,,,,,,4,11,13,5
183,Rīgas 40. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,46.7,36,,,,3,12,5,11,3,2,,
183,Rīgas 40. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,73.0,75,,,,,1,,8,18,24,22,2
183,Rīgas 40. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,68.2,36,,,,,,5,7,10,5,2,7
183,Rīgas 40. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,65.6,1,,,,,,,,1,,,
183,Rīgas 40. vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,48.8,12,,,,2,2,3,2,1,1,1,
183,Rīgas 40. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,53.7,2,,,,,,,2,,,,
183,Rīgas 40. vidusskola,Centralizētais eksāmens fizikā 12.klasē,75.7,2,,,,,,,,,1,1,
183,Rīgas 40. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,47.0,2,,,,,1,,1,,,,
184,Rīgas 41. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,78.4,28,,,,1,1,,2,1,6,11,6
184,Rīgas 41. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,64.9,32,,,,,1,4,6,9,8,3,1
184,Rīgas 41. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,78.3,4,,,,,,,,1,1,2,
184,Rīgas 41. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,57.8,32,,,,,1,7,12,8,4,,
184,Rīgas 41. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.8,32,,,4,13,6,3,3,2,1,,
184,Rīgas 41. vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,72.4,2,,,,,,,1,,,1,
184,Rīgas 41. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,41.1,3,,,,,,3,,,,,
184,Rīgas 41. vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,58.0,34,,,,1,2,3,14,8,4,2,
184,Rīgas 41. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,44.6,6,,,,,2,1,3,,,,
184,Rīgas 41. vidusskola,Centralizētais eksāmens fizikā 12.klasē,16.0,1,,,1,,,,,,,,
186,Rīgas 45. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,79.8,30,,,,,,1,2,4,3,14,6
186,Rīgas 45. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,39.3,7,,1,,1,2,,3,,,,
186,Rīgas 45. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,90.1,4,,,,,,,,,,1,3
186,Rīgas 45. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,58.5,34,,,,1,1,10,7,9,2,4,
186,Rīgas 45. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,39.5,34,,,3,8,9,7,1,4,1,1,
186,Rīgas 45. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,48.7,2,,,,1,,,,1,,,
186,Rīgas 45. vidusskola,Centralizētais eksāmens fizikā 12.klasē,45.0,2,,,,,1,,1,,,,
186,Rīgas 45. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,44.4,3,,,,1,,1,,1,,,
188,Rīgas 46. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,69.3,20,,,,,3,,5,,5,4,3
188,Rīgas 46. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,50.7,19,,,2,2,1,3,2,6,3,,
188,Rīgas 46. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,62.6,34,,,,2,3,2,4,12,8,3,
188,Rīgas 46. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,39.5,19,,,1,6,6,1,,2,3,,
188,Rīgas 46. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,59.3,2,,,,,,,2,,,,
188,Rīgas 46. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,55.7,2,,,,,,,1,1,,,
188,Rīgas 46. vidusskola,Centralizētais eksāmens fizikā 12.klasē,43.7,2,,,,,,2,,,,,
187,Rīgas 47. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,70.8,33,,,,1,2,3,1,3,11,9,3
187,Rīgas 47. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,89.1,2,,,,,,,,,,1,1
187,Rīgas 47. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,58.6,36,,2,,,2,7,5,10,5,5,
187,Rīgas 47. vidusskola,Centralizētais eksāmens matemātikā 12.klasei,32.4,36,1,,11,8,3,6,2,3,2,,
187,Rīgas 47. vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,72.7,1,,,,,,,,,1,,
187,Rīgas 47. vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,61.1,3,,,,,,1,,1,1,,
186,Rīgas 49. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,82.0,72,,,,,,,2,6,14,41,9
