novada kods,Izglītības iestāde,Centralizētais eksāmens,vidējais vērtējums,skaits,<5%,5-9%,10-19%,20-29%,30-39%,40-49%,50-59%,60-69%,70-79%,80-89%,90-100%
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",Centralizētais eksāmens latviešu valodā 12.klasei,35.9,267,7,2,30,53,73,55,30,14,3,,
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",Centralizētais eksāmens matemātikā 12.klasei,13.3,281,23,95,110,41,9,2,1,,,,
186,"Valsts sabiedrība ar ierobežotu atbildību ""Rīgas Tūrisma un radošās industrijas tehnikums"" (prof.)",Centralizētais eksāmens matemātikā vispārīgajā līmenī,26.7,263,4,26,81,59,41,24,14,6,7,1,
190,Vangažu vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,75.5,6,,,,,,,1,1,2,1,1
190,Vangažu vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,86.3,6,,,,,,,,,2,1,3
190,Vangažu vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.9,11,,,,4,1,2,3,1,,,
190,Vangažu vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,62.8,21,,,,,2,4,2,5,6,2,
190,Vangažu vidusskola,Centralizētais eksāmens matemātikā 12.klasei,36.8,11,,,1,4,2,2,1,,1,,
190,Vangažu vidusskola,Centralizētais eksāmens ķīmijā 12.klasē,65.3,2,,,,,,,1,,1,,
214,Varakļānu vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,80.2,11,,,,,,,,2,3,4,2
214,Varakļānu vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,77.8,2,,,,,,,,,1,1,
214,Varakļānu vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,63.4,12,,,,,2,2,1,2,1,4,
214,Varakļānu vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,73.7,11,,,,,,,2,1,5,3,
214,Varakļānu vidusskola,Centralizētais eksāmens matemātikā 12.klasei,61.5,11,,,,,1,,5,2,2,1,
214,Varakļānu vidusskola,Centralizētais eksāmens matemātikā optimālajā līmenī,44.5,12,,,1,3,1,2,2,1,2,,
214,Varakļānu vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,63.5,12,,,,,,2,2,4,3,1,
176,Vārkavas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,61.4,5,,,,1,,,,2,2,,
176,Vārkavas vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,76.2,4,,,,,,,,,4,,
176,Vārkavas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,54.9,9,,,,,1,3,3,1,,,1
176,Vārkavas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,33.2,9,,,,3,4,1,1,,,,
122,Vecpiebalgas vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,67.5,7,,,1,,,,1,,3,1,1
122,Vecpiebalgas vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,37.0,5,,,1,,3,,,1,,,
122,Vecpiebalgas vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,59.5,7,,,,,,2,1,3,,1,
122,Vecpiebalgas vidusskola,Centralizētais eksāmens matemātikā 12.klasei,30.0,7,,,1,4,1,1,,,,,
122,Vecpiebalgas vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,50.8,5,,,,1,,2,1,,,1,
122,Vecpiebalgas vidusskola,Centralizētais eksāmens bioloģijā 12.klasei,43.3,2,,,,1,,,1,,,,
116,Vecumnieku vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,80.6,11,,,,,,,1,1,2,6,1
116,Vecumnieku vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,61.3,18,,,1,1,,2,4,2,7,1,
116,Vecumnieku vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,57.8,11,,,,,,3,3,3,2,,
116,Vecumnieku vidusskola,Centralizētais eksāmens matemātikā 12.klasei,42.6,11,,,,2,3,3,2,1,,,
116,Vecumnieku vidusskola,Centralizētais eksāmens Latvijas un pasaules vēsturē 12.klasei,66.5,1,,,,,,,,1,,,
116,Vecumnieku vidusskola,Centralizētais eksāmens latviešu valodā optimālajā līmenī,50.6,18,,,,,3,5,7,3,,,
116,Vecumnieku vidusskola,Centralizētais eksāmens fizikā 12.klasē,44.7,2,,,,,1,,1,,,,
219,Ventspils 2. vidusskola,Centralizētais eksāmens angļu valodā 12.klasē,62.8,37,,,1,,4,5,5,9,4,5,4
219,Ventspils 2. vidusskola,Centralizētais eksāmens krievu valodā 12.klasei,92.5,4,,,,,,,,,,1,3
219,Ventspils 2. vidusskola,Centralizētais eksāmens angļu valodā optimālajā līmenī,52.4,27,,,,3,4,5,5,6,3,1,
219,Ventspils 2. vidusskola,Centralizētais eksāmens latviešu valodā 12.klasei,39.0,40,,,1,12,11,8,4,2,1,1,
219,Ventspils 2. vidusskola,Centralizētais eksāmens latviešu valodā (mazākumtautību izglītības programmās) 9. klasei,65.5,40,,,,,2,6,7,6,15,3,1
